comuna;cut_comuna;id;año;variable;valor;medida;estandar
ARICA;15101;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;2,20500000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
ARICA;15101;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;3,60000000000000e-01;Relación (Número de luminarias / 50 m de red vial);Sin estándar
ARICA;15101;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;9,50830649754778e-01;kg/hab/día;Hasta 1 kilogramo / habitante / día
ARICA;15101;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;3,24609920452960e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
ARICA;15101;EA_22;2021;Consumo de energía eléctrica per cápita residencial;6,61307075499910e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
ARICA;15101;EA_33a;2022;Densidad de hogares en campamentos;2,06886446886447e+01;Densidad (Número hogares/ha);Sin estándar
ARICA;15101;BPU_26;2018;Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona;2,06000000000000e+00;Promedio per cápita de frecuencia de TP mayor;Sin estándar
ARICA;15101;BPU_26b;2018;Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona;5,20000000000000e+00;Promedio per cápita de frecuencia de TP menor;Sin estándar
ARICA;15101;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;4,00000000000000e-01;Índice;Sin estándar
ARICA;15101;BPU_7;2020;Distancia a centros de salud primaria;1,16522000000000e+03;m;Hasta 1.500 metros de distancia
ARICA;15101;BPU_3;2020;Distancia a establecimientos de educación básica;5,58000000000000e+02;m;Hasta 1.000 metros de distancia
ARICA;15101;BPU_1;2020;Distancia a establecimientos de educación inicial;3,92620000000000e+02;m;Hasta 400 metros de distancia
ARICA;15101;BPU_25;2018;Distancia a paraderos de transporte público mayor;2,41000000000000e+02;m;400 metros de distancia máxima
ARICA;15101;BPU_22;2019;Distancia a parques públicos;1,19920127800000e+03;m;Hasta 3.000 metros de distancia
ARICA;15101;BPU_20;2019;Distancia a plazas públicas;3,25826472000000e+02;m;Hasta 400 metros de distancia
ARICA;15101;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;1,73800000000000e+03;m;Sin estándar
ARICA;15101;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;2,53110913200000e+01;Número de horas promedio / año;Sin estándar
ARICA;15101;IG_91;2019;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;3,71118716753948e+02;Relación (Monto per cápita en pesos / hab);Sin estándar
ARICA;15101;EA_35;2019;Número de microbasurales por cada 10.000 habitantes;4,90000000000000e-01;Relación (Número  microbasurales / 10.000 habs);Sin estándar
ARICA;15101;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;3,30150122610100e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
ARICA;15101;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;1,31581570605475e+01;Relación (Número víctimas mortales /100.000 habs);Sin estándar
ARICA;15101;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);5,23923391206065e+01;Porcentaje;Hasta 30%
ARICA;15101;DE_102;2019;Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes);2,33000000000000e+01;Porcentaje;Sin estándar
ARICA;15101;DE_105;2019;Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes);6,21000000000000e+01;Porcentaje;Sin estándar
ARICA;15101;IS_201;2020;Población estimada de migrantes internacionales por comuna;2,91070000000000e+04;Porcentaje;Sin estándar
ARICA;15101;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;7,04000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;1,61001860374653e-01;Porcentaje;Sin estándar
ARICA;15101;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;3,43000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;EA_41;2019;Porcentaje de equipamiento crítico expuesto a inundación por tsunami;1,89800000000000e+01;Porcentaje;Sin estándar
ARICA;15101;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;1,00900000000000e+01;Porcentaje;Sin estándar
ARICA;15101;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;2,11200000000000e+01;Porcentaje;Sin estándar
ARICA;15101;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;8,34000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;6,00000000000000e-02;Porcentaje;Sin estándar
ARICA;15101;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;3,53876668988867e-01;Porcentaje;Sin estándar
ARICA;15101;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;1,96800000000000e+01;Porcentaje;100% de veredas en buen estado
ARICA;15101;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;3,64456292346995e+01;Porcentaje;Sin estándar
ARICA;15101;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;9,63000000000000e+01;Porcentaje;Sin estándar
ARICA;15101;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;7,53700000000000e+01;Porcentaje;Sin estándar
ARICA;15101;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;6,60800000000000e+01;Porcentaje;Sin estándar
ARICA;15101;EA_48;2018;Porcentaje de población expuesta a inundación por tsunami;2,36700000000000e+01;Porcentaje;Sin estándar
ARICA;15101;EA_36;2022;Porcentaje de residuos municipales valorizados;0,00000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;1,92307692307692e+01;Porcentaje;100% de las UUVV de una comuna.
ARICA;15101;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;8,40336857991977e+01;Porcentaje;Sin estándar
ARICA;15101;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;4,12000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;8,15000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,72400000000000e+01;Porcentaje;Hasta 10%
ARICA;15101;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;3,44538583445081e+00;Porcentaje;Sin estándar
ARICA;15101;IP_43;2019;Porcentaje de zonas típicas con lineamientos de intervención aprobados;0,00000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;IP_43a;2019;Porcentaje de zonas típicas con lineamientos de intervención en desarrollo;0,00000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;2,69800000000000e+01;Número de intersecciones promedio.;Sin estándar
ARICA;15101;DE_200;2019;Proporción de viajes con una duración mayor o igual a 45 minutos;4,73000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;DE_201;2019;Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos;7,05000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;DE_203;2019;Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos;4,05000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;DE_202;2019;Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos;9,62000000000000e+00;Porcentaje;Sin estándar
ARICA;15101;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,31000000000000e+00;Relación (Matrículas / Población);Desde 1
ARICA;15101;DE_33;2019;Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta;1,00000000000000e+00;Relación (Tiempo de viaje PPM / Tiempo de viaje PFP);Sin estándar
ARICA;15101;IS_32;2018;Requerimiento de viviendas nuevas urbanas;6,56100000000000e+03;Número de viviendas;Sin estándar
ARICA;15101;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);1,41000000000000e+00;m²/hab;Sin estándar
ARICA;15101;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);3,15000000000000e+00;m²/hab;Sin estándar
ARICA;15101;BPU_29;2018;Superficie de áreas verdes públicas por habitante;3,75000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
ARICA;15101;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;7,32717708273772e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
ARICA;15101;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;2,04382065033194e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
ARICA;15101;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;1,69600000000000e+02;Tasa;Sin estándar
ARICA;15101;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;1,16819753086420e+02;Tasa;Sin estándar
ARICA;15101;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;1,22785185185185e+02;Tasa;Sin estándar
ARICA;15101;DE_16;2018;Tiempo de viaje en hora punta mañana;3,00000000000000e+01;Min;Hasta 60 minutos
ARICA;15101;DE_29;2018;Tiempo de viaje en transporte público en hora punta mañana;4,00000000000000e+01;Min;Hasta 60 minutos
ARICA;15101;IS_39a;2018;Índice de segregación de la población vulnerable;4,82709599775716e-01;Índice;Sin estándar
BUIN;13402;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;1,60500000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
BUIN;13402;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;1,21048903633859e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
BUIN;13402;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;5,34011372773241e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
BUIN;13402;EA_22;2021;Consumo de energía eléctrica per cápita residencial;8,39524818196437e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
BUIN;13402;EA_33a;2022;Densidad de hogares en campamentos;3,56663470757430e+01;Densidad (Número hogares/ha);Sin estándar
BUIN;13402;BPU_26b;2018;Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona;4,00000000000000e-02;Promedio per cápita de frecuencia de TP menor;Sin estándar
BUIN;13402;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;1,00000000000000e-02;Índice;Sin estándar
BUIN;13402;BPU_7;2020;Distancia a centros de salud primaria;1,46304000000000e+03;m;Hasta 1.500 metros de distancia
BUIN;13402;BPU_3;2020;Distancia a establecimientos de educación básica;8,57210000000000e+02;m;Hasta 1.000 metros de distancia
BUIN;13402;BPU_1;2020;Distancia a establecimientos de educación inicial;8,14840000000000e+02;m;Hasta 400 metros de distancia
BUIN;13402;BPU_22;2019;Distancia a parques públicos;1,58504306800000e+03;m;Hasta 3.000 metros de distancia
BUIN;13402;BPU_20;2019;Distancia a plazas públicas;3,04942160000000e+02;m;Hasta 400 metros de distancia
BUIN;13402;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;1,33000000000000e+03;m;Sin estándar
BUIN;13402;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;1,39007717500000e+01;Número de horas promedio / año;Sin estándar
BUIN;13402;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;2,63548162309933e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
BUIN;13402;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;3,57353440420248e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
BUIN;13402;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);2,33826587248144e+01;Porcentaje;Hasta 30%
BUIN;13402;DE_102;2019;Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes);2,86000000000000e+01;Porcentaje;Sin estándar
BUIN;13402;DE_105;2019;Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes);7,11000000000000e+01;Porcentaje;Sin estándar
BUIN;13402;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;4,57100000000000e+01;Porcentaje;Sin estándar
BUIN;13402;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;2,55574743435549e-01;Porcentaje;Sin estándar
BUIN;13402;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;7,19000000000000e+00;Porcentaje;Sin estándar
BUIN;13402;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
BUIN;13402;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;3,35100000000000e+01;Porcentaje;Sin estándar
BUIN;13402;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;2,49300000000000e+01;Porcentaje;Sin estándar
BUIN;13402;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;8,04000000000000e+00;Porcentaje;Sin estándar
BUIN;13402;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;1,19000000000000e+00;Porcentaje;Sin estándar
BUIN;13402;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;2,51364663069394e-01;Porcentaje;Sin estándar
BUIN;13402;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;4,26500000000000e+01;Porcentaje;100% de veredas en buen estado
BUIN;13402;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;4,62201160182125e+01;Porcentaje;Sin estándar
BUIN;13402;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;6,56700000000000e+01;Porcentaje;Sin estándar
BUIN;13402;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;8,05100000000000e+01;Porcentaje;Sin estándar
BUIN;13402;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;6,58100000000000e+01;Porcentaje;Sin estándar
BUIN;13402;EA_36;2022;Porcentaje de residuos municipales valorizados;7,06460439149592e-01;Porcentaje;Sin estándar
BUIN;13402;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;7,48480105886698e+01;Porcentaje;Sin estándar
BUIN;13402;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;1,60000000000000e+00;Porcentaje;Sin estándar
BUIN;13402;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;7,55000000000000e+00;Porcentaje;Sin estándar
BUIN;13402;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,65300000000000e+01;Porcentaje;Hasta 10%
BUIN;13402;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;5,28447112208852e-01;Porcentaje;Sin estándar
BUIN;13402;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;4,22000000000000e+00;Número de intersecciones promedio.;Sin estándar
